"","Nt","min.N","g","g.1","max.g","evolve","survive","sigma"
"268",199,17,0,0.0507181614969613,0.149976625089127,0.794067708737328,1,0.125
"269",199,24,0,0.0502717502384366,0.161620248477486,0.890787985912393,1,0.125
"270",199,18,0,0.0559563266702976,0.131278684066439,0.602578859169135,1,0.125
"271",200,19,0,0.0521261751981431,0.147161250038413,0.731039037232847,1,0.13
"272",198,19,0,0.0522363226059869,0.27965966928169,1.74941035904387,1,0.13
"273",200,12,0,0.0519040805055064,0.173860488410546,0.938126214654149,1,0.13
"274",199,13,0,0.0501730104831949,0.224356571872964,1.33987354915207,1,0.13
"275",199,14,0,0.0498403812465414,0.176973522637023,0.977947241465245,1,0.13
"276",199,18,0,0.047754188439451,0.167511717053241,0.921211758567614,1,0.13
"277",199,18,0,0.0480000637998862,0.168614442895598,0.92780291612086,1,0.13
"278",200,25,0,0.0524650522272053,0.211575839725475,1.22392913460208,1,0.13
"279",199,14,0,0.0458359063281358,0.168951906137893,0.94704615238275,1,0.13
"280",199,20,0,0.0530018092077223,0.177913706928498,0.960860751698273,1,0.13
"281",199,14,0,0.0540503983629728,0.155399895259874,0.750737014051121,1,0.135
"282",198,16,0,0.0529836886852665,0.241511925793456,1.39650546006066,1,0.135
"283",198,17,0,0.0564794142202315,0.13963241544298,0.615948157205541,1,0.135
"284",200,30,0,0.0609941438232026,0.189126288332162,0.949126996362663,1,0.135
"285",199,20,0,0.0616840987148404,0.183314635076786,0.90096693601441,1,0.135
"286",200,23,0,0.0523511826862166,0.213086476496731,1.19063180600381,1,0.135
"287",200,20,0,0.0600408256330008,0.176200900598024,0.860444999740909,1,0.135
"288",199,22,0,0.0576492841985374,0.195119092571209,1.0182948768346,1,0.135
"289",198,25,0,0.0462371326993958,0.279869487673468,1.73061003684498,1,0.135
"290",199,21,0,0.0449867951860963,0.146880040493804,0.754764780057093,1,0.135
"291",199,20,0,0.0502649419486245,0.158278274645375,0.771523804976788,1,0.14
"292",199,22,0,0.0585175644500406,0.236603252393139,1.27204062816499,1,0.14
"293",199,11,0,0.0505357337042438,0.214958010705057,1.17444483572009,1,0.14
"294",200,27,0,0.0515509760536443,0.375492103793492,2.31386519814177,1,0.14
"295",199,19,0,0.0634194225885968,0.207408803963878,1.02849558125201,1,0.14
"296",199,17,0,0.0638977898603909,0.186095102982605,0.872837950872954,1,0.14
"297",199,17,0,0.050965081684143,0.183531919186307,0.946905982158313,1,0.14
"298",200,28,0,0.0661893792624715,0.188196828550772,0.871481780630718,1,0.14
"299",199,18,0,0.0414616969592464,0.199493816812836,1.12880085609706,1,0.14
"300",200,15,0,0.0494214757314979,0.176435605465483,0.907243783814179,1,0.14
"301",200,13,0,0.0583492078215181,0.179446195364884,0.835151638230112,1,0.145
"302",199,26,0,0.0560259205296512,0.236799496823754,1.24671431926967,1,0.145
"303",199,18,0,0.0610964414035651,0.27062650308016,1.44503490811445,1,0.145
"304",200,17,0,0.053133846514497,0.250479823230345,1.36100673597137,1,0.145
"305",199,22,0,0.056789986796443,0.236314637205348,1.23810103730279,1,0.145
"306",199,27,0,0.0664766975350717,0.376557863080419,2.13849079686446,1,0.145
"307",199,19,0,0.0497215041798862,0.174713387288809,0.862012986958086,1,0.145
"308",199,15,0,0.0519080028141153,0.257287114401626,1.41640766612076,1,0.145
"309",200,30,0,0.0699012941299118,0.223747853193672,1.06101075216386,1,0.145
"310",200,19,0,0.0564983603248744,0.215107440630549,1.09385572624603,1,0.145
"311",199,23,0,0.0667825967771529,0.273174468935267,1.37594581438743,1,0.15
"312",199,18,0,0.0567353156136017,0.253391412602531,1.31104064659286,1,0.15
"313",198,26,0,0.0673376070050228,0.28861994607678,1.47521559381172,1,0.15
"314",200,25,0,0.062071262717456,0.30076196004885,1.59127131554262,1,0.15
"315",199,32,0,0.0542139244763205,0.137520121890803,0.555374649429882,1,0.15
"316",199,25,0,0.0710639643528225,0.18576550379473,0.764676929612717,1,0.15
"317",200,23,0,0.0690313615591392,0.230040890225206,1.07339685777378,1,0.15
"318",200,22,0,0.0564199336395236,0.26424398660156,1.38549368641358,1,0.15
"319",199,33,0,0.062516720815582,0.209356672729393,0.978933012758743,1,0.15
"320",199,26,0,0.0585430727832377,0.204270242953407,0.971514467801126,1,0.15
"321",199,26,0,0.0500655986076982,0.211712512386235,1.04288331470024,1,0.155
"322",199,21,0,0.0614612989030792,0.193539648802185,0.852118386445844,1,0.155
"323",199,19,0,0.062845888759065,0.232690454001385,1.09577138866013,1,0.155
"324",199,20,0,0.0514566211647367,0.20398222411167,0.984036148044732,1,0.155
"325",199,17,0,0.0552251723670024,0.22946709377131,1.12414142841489,1,0.155
"326",199,27,0,0.0617635131865213,0.278435345293955,1.3978827877899,1,0.155
"327",199,16,0,0.0512201479089341,0.211072172283087,1.03130338305905,1,0.155
"328",199,20,0,0.0554435208848492,0.289678170899494,1.51119129041706,1,0.155
"329",200,15,0,0.056288354933391,0.221199671731563,1.06394397934304,1,0.155
"330",199,21,0,0.0571129110269378,0.209313498142336,0.981939271712246,1,0.155
"331",200,26,0,0.0746466456592387,0.239564693048497,1.03073779618286,1,0.16
"332",199,30,0,0.0630588351444496,0.205244827842093,0.888662454360271,1,0.16
"333",199,19,0,0.0661663848694275,0.250334839699396,1.1510528426873,1,0.16
"334",199,26,0,0.0579963404322961,0.163107185373091,0.65694278087997,1,0.16
"335",200,22,0,0.0630039183028717,0.230500535660032,1.04685385848225,1,0.16
"336",200,23,0,0.0630719896206666,0.252489654968184,1.18386040842198,1,0.16
"337",200,27,0,0.0607575241132857,0.199503954049512,0.867165187101418,1,0.16
"338",199,24,0,0.0677328958503333,0.177503415405053,0.686065747216998,1,0.16
"339",199,20,0,0.0540095993761408,0.17634933729319,0.764623361981559,1,0.16
"340",199,16,0,0.0658527492810914,0.274488070702649,1.30397075888474,1,0.16
"341",199,19,0,0.0577031509779634,0.216354458638462,0.961523076730296,1,0.165
"342",198,29,0,0.0654927564543568,0.180510281091631,0.697075906892573,1,0.165
"343",199,26,0,0.0613505263563741,0.182538403851447,0.734471984818625,1,0.165
"344",199,32,0,0.0714543778699469,0.285413127677531,1.29671969580354,1,0.165
"345",199,23,0,0.064780538489224,0.270818419903006,1.2487144328108,1,0.165
"346",199,24,0,0.0584655464599626,0.26065491363632,1.22539010409914,1,0.165
"347",199,30,0,0.0692199721236676,0.282733691513045,1.2940225417538,1,0.165
