"","Nt","min.N","g","g.1","max.g","evolve","survive","sigma"
"1",0,0,0,0,0,NA,0,0
"2",0,0,0,0,0,NA,0,0
"3",0,0,0,0,0,NA,0,0
"4",0,0,0,0,0,NA,0,0
"5",0,0,0,0,0,NA,0,0
"6",0,0,0,0.000196518807181364,0.000208166671424463,0.0232957284861981,0,5e-04
"7",0,0,0,0.00019402798060204,0.000437320427868492,0.486584894532903,0,5e-04
"8",0,0,0,0.000217434187144532,0.000217434187144532,0,0,5e-04
"9",0,0,0,0.000201203467237321,0.000252406877362666,0.102406820250692,0,5e-04
"10",0,0,0,0.00019360122227355,0.000321290482943235,0.25537852133937,0,5e-04
"11",190,1,0,0.00179656716256057,0.0178693552772985,3.21455762294758,1,0.005
"12",0,0,0,0.00184763602855112,0.00501098969674846,0.632670733639467,0,0.005
"13",116,1,0,0.0018678328451294,0.00660413322764865,0.94726007650385,1,0.005
"14",0,0,0,0.00169461206846085,0.00179146644574278,0.0193708754563851,0,0.005
"15",0,0,0,0.0021478593647623,0.00368494136035486,0.307416399118512,0,0.005
"16",193,4,0,0.00362758715037219,0.0247818275030594,2.11542403526873,1,0.01
"17",197,2,0,0.00418193562921023,0.0336201569481687,2.94382213189584,1,0.01
"18",0,0,0,0.00355892036728594,0.00519461980116377,0.163569943387783,0,0.01
"19",190,4,0,0.00510408091735666,0.0286554341562528,2.35513532388961,1,0.01
"20",0,0,0,0.00414883840597065,0.00538035963291732,0.123152122694667,0,0.01
"21",198,4,0,0.00674263009923863,0.0570670704691081,3.35496269132463,1,0.015
"22",198,2,0,0.00565896805864227,0.0394788768907585,2.25466058880775,1,0.015
"23",194,2,0,0.00558557234219735,0.0261674436074589,1.37212475101744,1,0.015
"24",187,2,0,0.0056705976393126,0.0392162917445572,2.23637960701631,1,0.015
"25",191,2,0,0.00575557322851887,0.0463667664894464,2.70741288406184,1,0.015
"26",196,3,0,0.0082196490164037,0.0630653348307601,2.74228429071782,1,0.02
"27",200,5,0,0.00803919725705016,0.0611756438831508,2.65682233130503,1,0.02
"28",194,3,0,0.00848423277019079,0.0543987400096045,2.29572536197068,1,0.02
"29",197,3,0,0.00802947736812129,0.061481515237456,2.67260189346674,1,0.02
"30",195,4,0,0.00784724019218987,0.0424344381516088,1.72935989797094,1,0.02
"31",195,6,0,0.0102814809669179,0.0682957084386466,2.32056909886915,1,0.025
"32",197,3,0,0.00981358986424498,0.0771066889672107,2.69172396411863,1,0.025
"33",195,3,0,0.0116787781624679,0.0709449866974708,2.37064834140012,1,0.025
"34",195,3,0,0.0111383081017909,0.0765228565402664,2.61538193753902,1,0.025
"35",200,4,0,0.0107104580687793,0.0588066627416089,1.92384818691318,1,0.025
"36",197,7,0,0.0123696598972064,0.0871499764088239,2.49267721705391,1,0.03
"37",197,6,0,0.0106736934547263,0.0684420517519621,1.92561194324119,1,0.03
"38",194,7,0,0.0117168990227299,0.0712092197523453,1.98307735765385,1,0.03
"39",193,6,0,0.0116647719517053,0.0956340560632386,2.79897613705111,1,0.03
"40",194,12,0,0.0116499919510706,0.078339295146456,2.22297677317951,1,0.03
"41",197,7,0,0.0150455765740772,0.0765660231731458,1.75772704568768,1,0.035
"42",198,7,0,0.0155387428143947,0.124104499132779,3.10187875195384,1,0.035
"43",195,5,0,0.0154778081423627,0.112051716415328,2.75925452208471,1,0.035
"44",198,13,0,0.013023738253422,0.10743091426184,2.69734788595481,1,0.035
"45",198,8,0,0.0136631857111745,0.125405277644118,3.19263119808411,1,0.035
"46",200,8,0,0.0171515724735051,0.148478108899032,3.28316341063817,1,0.04
"47",199,5,0,0.0149848251524971,0.115139763914948,2.50387346906128,1,0.04
"48",200,5,0,0.0156621153000716,0.0842185913112334,1.71391190027904,1,0.04
"49",199,6,0,0.0171749464592439,0.137452317514463,3.00693427638047,1,0.04
"50",0,0,0,0.0158618700041565,0.0183511719547646,0.0622325487652006,0,0.04
"51",199,8,0,0.0190375742462085,0.132376790962514,2.51864926036235,1,0.045
"52",199,15,0,0.0183850398934329,0.0978765876743416,1.76647883957575,1,0.045
"53",199,6,0,0.017810822732103,0.0971525723119707,1.76314999066373,1,0.045
"54",197,9,0,0.0169376078124628,0.13965536589303,2.72706129067926,1,0.045
"55",195,11,0,0.0180969041851317,0.0962433633510899,1.73658798146574,1,0.045
"56",197,12,0,0.022945200357802,0.105423914506564,1.64957428297524,1,0.05
"57",198,8,0,0.0186551844826959,0.198374327940731,3.5943828691607,1,0.05
"58",200,9,0,0.0182955700613159,0.128010588740774,2.19430037358917,1,0.05
"59",198,6,0,0.0206111989793206,0.178024422911529,3.14826447864417,1,0.05
"60",199,11,0,0.019317235746686,0.147728765695844,2.56823059898317,1,0.05
"61",198,13,0,0.0203200530941037,0.155082271146969,2.45022214641574,1,0.055
"62",199,11,0,0.025878271989315,0.114631979931728,1.61370378077115,1,0.055
"63",196,9,0,0.0244809340397048,0.172628316366381,2.69358876957593,1,0.055
"64",200,8,0,0.0248562019157019,0.204451890909362,3.26537616352109,1,0.055
"65",198,9,0,0.0243814383126626,0.120574681635462,1.74896806041453,1,0.055
"66",199,12,0,0.0245906751007104,0.120710507546681,1.60199720743284,1,0.06
"67",197,8,0,0.0274413863377699,0.164028841500296,2.27645758604211,1,0.06
"68",198,9,0,0.021611345443391,0.173178361113503,2.52611692783519,1,0.06
"69",197,10,0,0.0196098596701119,0.132326313283755,1.87860756022739,1,0.06
"70",195,9,0,0.0219980086521514,0.133415307480455,1.85695498047173,1,0.06
"71",198,12,0,0.0257883098983692,0.274547439126784,3.827063526591,1,0.065
"72",199,16,0,0.0250052373090706,0.172630346110375,2.27115552002007,1,0.065
"73",198,11,0,0.0304477715089259,0.219320059484903,2.90572750732272,1,0.065
"74",200,21,0,0.0262847174451395,0.18094543736359,2.37939569105309,1,0.065
"75",200,9,0,0.0193956664753251,0.231219609928595,3.25882989928108,1,0.065
"76",199,13,0,0.0276655981386382,0.256956764017646,3.27558808398582,1,0.07
"77",198,16,0,0.0280885967058432,0.226763750071802,2.83821647665655,1,0.07
"78",200,13,0,0.0317902526217256,0.292111883575714,3.71888044219983,1,0.07
"79",199,16,0,0.031045257099024,0.199734339938997,2.40984404057104,1,0.07
"80",199,17,0,0.031778792274537,0.190489919604563,2.26730181900038,1,0.07
"81",200,18,0,0.0329861469823403,0.177382002409265,1.92527807235899,1,0.075
"82",198,11,0,0.0387650987281283,0.183767934740082,1.93337114682605,1,0.075
"83",198,12,0,0.0313116428834129,0.181679444999141,2.0049040282097,1,0.075
"84",200,13,0,0.0265972797277884,0.20800750946247,2.41880306312909,1,0.075
"85",199,12,0,0.0311895407025539,0.197305792881531,2.21488336238636,1,0.075
"86",198,15,0,0.032367983327133,0.305177967116651,3.41012479736897,1,0.08
"87",199,13,0,0.0344709504178167,0.181964889407651,1.84367423737293,1,0.08
"88",196,21,0,0.0325282980709726,0.183347703386466,1.88524256644367,1,0.08
"89",200,9,0,0.0331680380187953,0.218986378481564,2.32272925578461,1,0.08
"90",200,5,0,0.0303686406330171,0.192391735930849,2.0252886912229,1,0.08
"91",198,15,0,0.0300102530058957,0.17904329282352,1.75332988020735,1,0.085
"92",200,13,0,0.0335325389226122,0.192297795881158,1.86782655245348,1,0.085
"93",197,16,0,0.0389075934022269,0.157661580878036,1.39710573500951,1,0.085
"94",199,12,0,0.0321764241714006,0.242693412693746,2.47667045320407,1,0.085
"95",197,27,0,0.034573107695255,0.181954309674457,1.73389649387296,1,0.085
"96",199,11,0,0.0383185202924795,0.227660640536707,2.10380133604697,1,0.09
"97",199,15,0,0.0384572719091756,0.247560681090161,2.32337121312206,1,0.09
"98",199,9,0,0.0403484702828262,0.25876908272285,2.42689569377804,1,0.09
"99",196,15,0,0.0337218267771907,0.150288819169172,1.29518880435535,1,0.09
"100",199,15,0,0.0325422764865347,0.209441137878717,1.96554290435758,1,0.09
"101",199,17,0,0.0426469829023373,0.268730706480069,2.37982866923929,1,0.095
"102",199,16,0,0.0369482408267933,0.221414765160941,1.94175288772787,1,0.095
"103",199,12,0,0.036353649004303,0.178758685656446,1.49900038581203,1,0.095
"104",196,29,0,0.0463798839579192,0.277759710358919,2.43557712001053,1,0.095
"105",199,25,0,0.0346611056189298,0.214203106888812,1.88991580284086,1,0.095
"106",197,22,0,0.0385943337805909,0.224081406617242,1.85487072836652,1,0.1
"107",199,19,0,0.0412411639534223,0.227886611546746,1.86645447593324,1,0.1
"108",199,24,0,0.0446242876370946,0.327200812048168,2.82576524411073,1,0.1
"109",198,24,0,0.042897189920029,0.23037089872752,1.87473708807491,1,0.1
"110",200,13,0,0.0384013163080375,0.222861182700002,1.84459866391964,1,0.1
"111",196,13,0,0.0387130813218665,0.208333189763177,1.61542960420296,1,0.105
"112",198,15,0,0.0409156942758908,0.204417911928288,1.55716397764188,1,0.105
"113",198,12,0,0.036803887566951,0.212026853679262,1.66879015345058,1,0.105
"114",197,15,0,0.0407034488276346,0.235421369312067,1.85445638556602,1,0.105
